,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,11,4,3,5,0,9
1,1,16,10,19,0,15,17,3
2,2,8,0,7,10,5,1,18
3,3,3,17,7,8,16,2,20
4,4,9,4,11,1,13,7,17
5,5,5,6,9,17,12,4,1
6,6,2,12,0,6,19,13,4
7,7,20,6,16,9,7,19,13
8,8,1,16,12,7,3,11,14
9,9,3,11,18,6,4,5,14
10,10,17,3,19,14,1,4,9
11,11,20,19,3,9,0,15,10
12,12,4,0,16,19,14,1,13
13,13,18,11,5,9,6,1,7
14,14,3,18,12,13,10,6,2
15,15,19,7,17,11,3,4,18
16,16,3,5,8,17,15,6,2
17,17,18,12,17,16,9,3,7
18,18,9,20,11,5,2,6,16
19,19,19,8,15,17,1,2,3
20,20,2,10,20,18,14,12,11
21,21,7,16,0,11,3,1,2
22,22,10,8,12,17,14,11,18
23,23,18,20,9,0,14,5,6
24,24,14,20,6,19,7,18,15
25,25,5,10,14,2,16,3,4
26,26,5,0,16,14,10,17,2
27,27,8,4,12,2,6,10,18
28,28,7,20,9,16,8,5,10
29,29,6,7,11,3,12,15,19
30,30,9,17,15,8,1,10,16
31,31,14,1,11,13,15,3,19
32,32,14,2,13,7,4,12,3
33,33,2,14,3,20,13,15,12
34,34,3,15,8,9,1,18,20
35,35,14,16,11,7,8,15,1
36,36,19,1,3,10,5,20,2
37,37,4,13,9,8,7,0,15
38,38,17,0,3,14,7,10,2
39,39,7,18,2,14,16,4,8
40,40,19,10,17,4,11,9,15
41,41,8,5,16,0,10,11,7
42,42,12,11,19,2,0,15,1
43,43,19,18,13,20,9,11,14
44,44,15,19,10,12,11,9,3
45,45,2,18,9,6,1,15,8
46,46,19,4,7,3,15,14,11
47,47,11,8,15,19,14,16,2
48,48,2,3,6,7,17,11,14
